 r,b,swpd,free,buff,cache,si,so,bi,bo,in,cs,us,sy,id,wa,st
 0,0,0,1389248,45424,950944,0,0,0,0,833,331,10,9,81,0,0

 0,0,0,1389248,45424,950948,0,0,0,48,790,292,6,9,85,0,0

 0,0,0,1389248,45424,950948,0,0,0,0,779,341,12,7,81,0,0

 0,0,0,1389248,45424,950948,0,0,0,0,746,304,9,14,77,0,0

 0,0,0,1389248,45432,950952,0,0,0,24,897,377,15,14,71,0,0

 0,0,0,1389248,45432,950952,0,0,0,0,843,315,8,8,83,0,0

 0,0,0,1389248,45432,950952,0,0,0,0,878,332,8,10,82,0,0

